date,target_nakes,nakes_vaksin_1,nakes_vaksin_2,nakes_pct_1,nakes_pct_2,target_lansia,lansia_vaksin_1,lansia_vaksin_2,lansia_pct_1,lansia_pct_2,target_public,public_vaksin_1,public_vaksin_2,public_pct_1,public_pct_2,target_indo,indo_vaksin_1,indo_vaksin_2,indo_pct_1,indo_pct_2,
9 August 2021,1468764,1585298,1454424,1.046,0.956,21553118,4937505,3312941,0.197,0.118,17327169,44038768,19279849,0.988,0.477,208265720,50561571,24047214,0.243,0.115,
10 August 2021,1468764,1603012,1473500,1.046,0.956,21553118,4950257,3338199,0.197,0.118,17327169,44284339,19804265,0.988,0.477,208265720,50837608,24615964,0.244,0.118,
11 August 2021,1468764,1605104,1477058,1.046,0.956,21553118,4967521,3362468,0.197,0.118,17327169,44870417,20410466,0.988,0.477,208265720,51443042,25249992,0.247,0.121,
12 August 2021,1468764,1605836,1478463,1.046,0.956,21553118,4974734,3372273,0.197,0.118,17327169,45313996,20652113,0.988,0.477,208265720,51894566,25502849,0.249,0.122,
13 August 2021,1468764,1607284,1481324,1.046,0.956,21553118,4987862,3402777,0.197,0.118,17327169,45431770,21260061,0.988,0.477,208265720,52026916,26144162,0.250,0.126,
14 August 2021,1468764,1609398,1485554,1.046,0.956,21553118,5005427,3434272,0.197,0.118,17327169,46676482,22443089,0.988,0.477,208265720,53291307,27362915,0.256,0.131,
15 August 2021,1468764,1611081,1489303,1.046,0.956,21553118,5022660,3464531,0.197,0.118,17327169,47358264,23269192,0.988,0.477,208265720,53992005,28223026,0.259,0.136,
16 August 2021,1468764,1612024,1490394,1.046,0.956,21553118,5027024,3470203,0.197,0.118,17327169,47049074,23151688,0.988,0.477,208265720,53688122,28112285,0.258,0.135,
17 August 2021,1468764,1614606,1492997,1.046,0.956,21553118,5038179,3492764,0.197,0.118,17327169,48022127,23959159,0.988,0.477,208265720,54674912,28944920,0.263,0.139,
18 August 2021,1468764,1616049,1494565,1.046,0.956,21553118,5044492,3499461,0.197,0.118,17327169,48439712,24199691,0.988,0.477,208265720,55100253,29193717,0.265,0.140,
19 August 2021,1468764,1619070,1498060,1.046,0.956,21553118,5063765,3529094,0.197,0.118,17327169,48978129,24850572,0.988,0.477,208265720,55660964,29877726,0.267,0.143,
20 August 2021,1468764,1622338,1501857,1.046,0.956,21553118,5083907,3558550,0.197,0.118,17327169,49616039,25529638,0.988,0.477,208265720,56322284,30590045,0.270,0.147,
21 August 2021,1468764,1624226,1504136,1.046,0.956,21553118,5093126,3569648,0.197,0.118,17327169,49969129,25874587,0.988,0.477,208265720,56686481,30948371,0.272,0.149,
22 August 2021,1468764,1627357,1507894,1.046,0.956,21553118,5113316,3592892,0.197,0.118,17327169,50562888,26486661,0.988,0.477,208265720,57303561,31587447,0.275,0.152,
23 August 2021,1468764,1627523,1508089,1.046,0.956,21553118,5114412,3593533,0.197,0.118,17327169,50598794,26501011,0.988,0.477,208265720,57340729,31602633,0.275,0.152,
24 August 2021,1468764,1630171,1511295,1.046,0.956,21553118,5133555,3614799,0.197,0.118,17327169,51259298,27121156,0.988,0.477,208265720,58023024,32247250,0.279,0.155,
25 August 2021,1468764,1632920,1514205,1.046,0.956,21553118,5153027,3635848,0.197,0.118,17327169,51926158,27649163,0.988,0.477,208265720,58712105,32799216,0.282,0.157,
26 August 2021,1468764,1635703,1516815,1.046,0.956,21553118,5173665,3657656,0.197,0.118,17327169,52571835,28169680,0.988,0.477,208265720,59381203,33344151,0.285,0.160,
27 August 2021,1468764,1636776,1517893,1.046,0.956,21553118,5173487,3658276,0.197,0.118,17327169,52616674,28181178,0.988,0.477,208265720,59426937,33357347,0.285,0.160,
28 August 2021,1468764,1642557,1523167,1.046,0.956,21553118,5213872,3698155,0.197,0.118,17327169,53935191,29214383,0.988,0.477,208265720,60791620,34435705,0.292,0.165,
29 August 2021,1468764,1644851,1525098,1.046,0.956,21553118,5231837,3710860,0.197,0.118,17327169,54588650,29567830,0.988,0.477,208265720,61465338,34803788,0.295,0.167,
30 August 2021,1468764,1645220,1525425,1.046,0.956,21553118,5235767,3712507,0.197,0.118,17327169,54774658,29620528,0.988,0.477,208265720,61655645,34858460,0.296,0.167,
31 August 2021,1468764,1648183,1528171,1.046,0.956,21553118,5264029,3736798,0.197,0.118,17327169,55712185,30260300,0.988,0.477,208265720,62624397,35525269,0.301,0.171,
1 September 2021,1468764,1650607,1530496,1.046,0.956,21553118,5289590,3759534,0.197,0.118,17327169,56551160,30760836,0.988,0.477,208265720,63491357,36050866,0.305,0.173,
2 September 2021,1468764,1652594,1532177,1.046,0.956,21553118,5311741,3776532,0.197,0.118,17327169,57265555,31145724,0.988,0.477,208265720,64229890,36454433,0.308,0.175,
3 September 2021,1468764,1655018,1534594,1.046,0.956,21553118,5342318,3804082,0.197,0.118,17327169,58232342,31816654,0.988,0.477,208265720,65229678,37155330,0.313,0.178,
4 September 2021,1468764,1657214,1536732,1.046,0.956,21553118,5366032,3823324,0.197,0.118,17327169,58933905,32362422,0.988,0.477,208265720,65957151,37722478,0.317,0.181,
5 September 2021,1468764,1658660,1538013,1.046,0.956,21553118,5392864,3842454,0.197,0.118,17327169,59685780,32827517,0.988,0.477,208265720,66737304,38207984,0.320,0.183,
6 September 2021,1468764,1658739,1538134,1.046,0.956,21553118,5394689,3842967,0.197,0.118,17327169,59729586,32842248,0.988,0.477,208265720,66783014,38223349,0.321,0.184,
7 September 2021,1468764,1660616,1539930,1.046,0.956,21553118,5427092,3866088,0.197,0.118,17327169,60739653,33443785,0.988,0.477,208265720,67827361,38849803,0.326,0.187,
8 September 2021,1468764,1662502,1541983,1.046,0.956,21553118,5456487,3891369,0.197,0.118,17327169,61696650,34010724,0.988,0.477,208265720,68815639,39444076,0.330,0.189,
9 September 2021,1468764,1664309,1543629,1.046,0.956,21553118,5488669,3913690,0.197,0.118,17327169,62625425,34513360,0.988,0.477,208265720,69778403,39970679,0.335,0.192,
10 September 2021,1468764,1666558,1546005,1.046,0.956,21553118,5595787,3984913,0.197,0.118,17327169,63593417,35080791,0.988,0.477,208265720,70855762,40611709,0.340,0.195,
11 September 2021,1468764,1952700,1783761,1.046,0.956,21553118,5617831,3999204,0.197,0.118,17327169,64097246,35400591,0.988,0.477,208265720,71667777,41183556,0.344,0.198,
12 September 2021,1468764,1953565,1785482,1.046,0.956,21553118,5649987,4014271,0.197,0.118,17327169,65009374,35832964,0.988,0.477,208265720,72612926,41632717,0.349,0.200,
13 September 2021,1468764,1953826,1785952,1.046,0.956,21553118,5661149,4017768,0.197,0.118,17327169,65261393,35981874,0.988,0.477,208265720,72876368,41785594,0.350,0.201,
14 September 2021,1468764,1954573,1788254,1.046,0.956,21553118,5696722,4037864,0.197,0.118,17327169,66188388,36502944,0.988,0.477,208265720,73839683,42329062,0.355,0.203,
15 September 2021,1468764,1957966,1792031,1.046,0.956,21553118,5733379,4055706,0.197,0.118,17327169,67126941,36931593,0.988,0.477,208265720,74818286,42779330,0.359,0.205,
16 September 2021,1468764,1959676,1794891,1.046,0.956,21553118,5771551,4076671,0.197,0.118,17327169,68060075,37413412,0.988,0.477,208265720,75791302,43284974,0.364,0.208,
17 September 2021,1468764,1960432,1796999,1.046,0.956,21553118,5791922,4090176,0.197,0.118,17327169,68831627,37856977,0.988,0.477,208265720,76583981,43744152,0.368,0.210,
18 September 2021,1468764,1961649,1800033,1.046,0.956,21553118,5852388,4115113,0.197,0.118,17327169,70075642,38417473,0.988,0.477,208265720,77889679,44332619,0.374,0.213,
19 September 2021,1468764,1962386,1802070,1.046,0.956,21553118,5898406,4137320,0.197,0.118,17327169,71189762,39007756,0.988,0.477,208265720,79050554,44947146,0.380,0.216,
20 September 2021,1468764,1962609,1802702,1.046,0.956,21553118,5914182,4146831,0.197,0.118,17327169,71740304,39245107,0.988,0.477,208265720,79617095,45194640,0.382,0.217,
21 September 2021,1468764,1962628,1802843,1.046,0.956,21553118,5916429,4148505,0.197,0.118,17327169,71782106,39276775,0.988,0.477,208265720,79661163,45228123,0.382,0.217,
22 September 2021,1468764,1967988,1809863,1.046,0.956,21553118,5981058,4181950,0.197,0.118,17327169,73134452,40133977,0.988,0.477,208265720,81083498,46125790,0.389,0.221,
23 September 2021,1468764,1968845,1812535,1.046,0.956,21553118,6036603,4207182,0.197,0.118,17327169,74722666,40752711,0.988,0.477,208265720,82728114,46772428,0.397,0.225,
24 September 2021,1468764,1969886,1814987,1.046,0.956,21553118,6103638,4227613,0.197,0.118,17327169,76048436,41292585,0.988,0.477,208265720,84121960,47335185,0.404,0.227,
25 September 2021,1468764,1970495,1817131,1.046,0.956,21553118,6148020,4248397,0.197,0.118,17327169,76897322,41710906,0.988,0.477,208265720,85015837,47776434,0.408,0.229,
26 September 2021,1468764,1971195,1819268,1.046,0.956,21553118,6192845,4265136,0.197,0.118,17327169,77780398,42178466,0.988,0.477,208265720,85944438,48262870,0.413,0.232,
27 September 2021,1468764,1971672,1820688,1.046,0.956,21553118,6239278,4281923,0.197,0.118,17327169,78536393,42568581,0.988,0.477,208265720,86747343,48671192,0.417,0.234,
28 September 2021,1468764,1972413,1823010,1.046,0.956,21553118,6275551,4300200,0.197,0.118,17327169,79494943,43074901,0.988,0.477,208265720,87742907,49198111,0.421,0.236,
29 September 2021,1468764,1976171,1828947,1.046,0.956,21553118,6345045,4328971,0.197,0.118,17327169,80880223,43872853,0.988,0.477,208265720,89201439,50030771,0.428,0.240,
30 September 2021,1468764,1979234,1832838,1.046,0.956,21553118,6413351,4353870,0.197,0.118,17327169,81968417,44501512,0.988,0.477,208265720,90361002,50688220,0.434,0.243,
1 October 2021,1468764,1979947,1834540,1.046,0.956,21553118,6470784,4375496,0.197,0.118,17327169,82628270,44903324,0.988,0.477,208265720,91079001,51113360,0.437,0.245,
2 October 2021,1468764,1980987,1838021,1.046,0.956,21553118,6553823,4405827,0.197,0.118,17327169,84126336,45771316,0.988,0.477,208265720,92661146,52015164,0.445,0.250,
3 October 2021,1468764,1982738,1840904,1.046,0.956,21553118,6608566,4426150,0.197,0.118,17327169,84924189,46315512,0.988,0.477,208265720,93515493,52582566,0.449,0.252,
4 October 2021,1468764,1982926,1841266,1.046,0.956,21553118,6641860,4436984,0.197,0.118,17327169,85286079,46405700,0.988,0.477,208265720,93910865,52683950,0.451,0.253,
5 October 2021,1468764,1984360,1843675,1.046,0.956,21553118,6687680,4455201,0.197,0.118,17327169,85966905,47026383,0.988,0.477,208265720,94638945,53325259,0.454,0.256,
6 October 2021,1468764,1985052,1845817,1.046,0.956,21553118,6738425,4481341,0.197,0.118,17327169,86590068,47666595,0.988,0.477,208265720,95313545,53993753,0.458,0.259,
7 October 2021,1468764,1985898,1847907,1.046,0.956,21553118,6797554,4506010,0.197,0.118,17327169,87324227,48368026,0.988,0.477,208265720,96107679,54721943,0.461,0.263,
8 October 2021,1468764,1987864,1850301,1.046,0.956,21553118,6841886,4523473,0.197,0.118,17327169,88053105,48789068,0.988,0.477,208265720,96882855,55162842,0.465,0.265,
9 October 2021,1468764,1988705,1852845,1.046,0.956,21553118,6920544,4551944,0.197,0.118,17327169,89473692,49862306,0.988,0.477,208265720,98382941,56267095,0.472,0.270,
10 October 2021,1468764,1990126,1855845,1.046,0.956,21553118,7027294,4598706,0.197,0.118,17327169,90807834,50770780,0.988,0.477,208265720,99825254,57225331,0.479,0.275,
11 October 2021,1468764,1990393,1856314,1.046,0.956,21553118,7080741,4611290,0.197,0.118,17327169,91117904,51054630,0.988,0.477,208265720,100189038,57522234,0.481,0.276,
12 October 2021,1468764,1990945,1857542,1.046,0.956,21553118,7106879,4629159,0.197,0.118,17327169,91783827,51503778,0.988,0.477,208265720,100881651,57990479,0.484,0.278,
13 October 2021,1468764,1994755,1861781,1.046,0.956,21553118,7173641,4653687,0.197,0.118,17327169,92504681,52205067,0.988,0.477,208265720,101673077,58720535,0.488,0.282,
14 October 2021,1468764,1996110,1864086,1.046,0.956,21553118,7250974,4683581,0.197,0.118,17327169,93948705,53139910,0.988,0.477,208265720,103195789,59687577,0.496,0.287,
15 October 2021,1468764,1998152,1869279,1.046,0.956,21553118,7362693,4725455,0.197,0.118,17327169,95526186,54175009,0.988,0.477,208265720,104887031,60769743,0.504,0.292,
16 October 2021,1468764,1999267,1871462,1.046,0.956,21553118,7450206,4757146,0.197,0.118,17327169,96353573,55129883,0.988,0.477,208265720,105803046,61758491,0.508,0.297,
17 October 2021,1468764,1999849,1872645,1.046,0.956,21553118,7555710,4779230,0.197,0.118,17327169,97454581,55725502,0.988,0.477,208265720,107010140,62377377,0.514,0.300,
18 October 2021,1468764,2000048,1873140,1.046,0.956,21553118,7610761,4779230,0.197,0.118,17327169,98005537,56180490,0.988,0.477,208265720,107616346,62832860,0.517,0.302,
19 October 2021,1468764,2001659,1875305,1.046,0.956,21553118,7655427,4830305,0.197,0.118,17327169,98786611,56781007,0.988,0.477,208265720,108443697,63486617,0.521,0.305,
20 October 2021,1468764,2002337,1876805,1.046,0.956,21553118,7728258,4858702,0.197,0.118,17327169,99854088,57629196,0.988,0.477,208265720,109584683,64364703,0.526,0.309,
21 October 2021,1468764,2002682,1877586,1.046,0.956,21553118,7805549,4909279,0.197,0.118,17327169,100223865,58061319,0.988,0.477,208265720,110032096,64848184,0.528,0.311,
22 October 2021,1468764,2004357,1880020,1.046,0.956,21553118,7841631,4931330,0.197,0.118,17327169,101085387,58788960,0.988,0.477,208265720,110931375,65600310,0.533,0.315,
23 October 2021,1468764,2005365,1881984,1.046,0.956,21553118,7915253,4972868,0.197,0.118,17327169,102031093,59812896,0.988,0.477,208265720,111951711,66667748,0.538,0.320,
24 October 2021,1468764,2006384,1883726,1.046,0.956,21553118,7976970,5007672,0.197,0.118,17327169,102900548,60738497,0.988,0.477,208265720,112883902,67629895,0.542,0.325,
25 October 2021,1468764,2006567,1884233,1.046,0.956,21553118,8053566,5040393,0.197,0.118,17327169,103128134,61122909,0.988,0.477,208265720,113188267,68047535,0.543,0.327,
26 October 2021,1468764,2007596,1885911,1.046,0.956,21553118,8086229,5072248,0.197,0.118,17327169,103932459,61716887,0.988,0.477,208265720,114026284,68675046,0.548,0.330,
27 October 2021,1468764,2008404,1887195,1.046,0.956,21553118,8148203,5098404,0.197,0.118,17327169,104687203,62471291,0.988,0.477,208265720,114843810,69456890,0.551,0.334,
28 October 2021,1468764,2009389,1888844,1.046,0.956,21553118,8222936,5130553,0.197,0.118,17327169,105655163,63395541,0.988,0.477,208265720,115887488,70414938,0.556,0.338,
29 October 2021,1468764,2010521,1890817,1.046,0.956,21553118,8314363,5166447,0.197,0.118,17327169,106948692,64451107,0.988,0.477,208265720,117273576,71508371,0.563,0.343,
30 October 2021,1468764,2011681,1892696,1.046,0.956,21553118,8389582,5224338,0.197,0.118,17327169,107838724,65377269,0.988,0.477,208265720,118239987,72494303,0.568,0.348,
31 October 2021,1468764,2012855,1894553,1.046,0.956,21553118,8517913,5260619,0.197,0.118,17327169,108713909,66235448,0.988,0.477,208265720,119244677,73390620,0.573,0.352,
1 November 2021,1468764,2013194,1895164,1.046,0.956,21553118,8619262,5295577,0.197,0.118,17327169,109184188,66615847,0.988,0.477,208265720,119816644,73806588,0.575,0.354,
2 November 2021,1468764,2014396,1896971,1.046,0.956,21553118,8653987,5351879,0.197,0.118,17327169,109884799,67195411,0.988,0.477,208265720,120553182,74444261,0.579,0.357,
3 November 2021,1468764,2015385,1898564,1.046,0.956,21553118,8723505,5393636,0.197,0.118,17327169,110626191,67925014,0.988,0.477,208265720,121365081,75217214,0.583,0.361,
4 November 2021,1468764,2016511,1900511,1.046,0.956,21553118,8803992,5438599,0.197,0.118,17327169,111643616,68852567,0.988,0.477,208265720,122464119,76191677,0.588,0.366,
5 November 2021,1468764,2017520,1902352,1.046,0.956,21553118,8881036,5490800,0.197,0.118,17327169,112535300,69720658,0.988,0.477,208265720,123433856,77113810,0.593,0.370,
6 November 2021,1468764,2018355,1904051,1.046,0.956,21553118,8953798,5536415,0.197,0.118,17327169,113115655,70599603,0.988,0.477,208265720,124087808,78040069,0.596,0.375,
7 November 2021,1468764,2019277,1905524,1.046,0.956,21553118,9025344,5588904,0.197,0.118,17327169,113662675,71185584,0.988,0.477,208265720,124707296,78680012,0.599,0.378,
8 November 2021,1468764,2019409,1905985,1.046,0.956,21553118,9077263,5622275,0.197,0.118,17327169,114088195,71520286,0.988,0.477,208265720,125184867,79048546,0.601,0.380,
9 November 2021,1468764,2019983,1906911,1.046,0.956,21553118,9093901,5637981,0.197,0.118,17327169,114354273,71796091,0.988,0.477,208265720,125468157,79340983,0.602,0.381,
10 November 2021,1468764,2021364,1908959,1.046,0.956,21553118,9195138,5693562,0.197,0.118,17327169,115677507,72809901,0.988,0.477,208265720,126894009,80412422,0.609,0.386,
11 November 2021,1468764,2022233,1910444,1.046,0.956,21553118,9261653,5742896,0.197,0.118,17327169,116521220,73622479,0.988,0.477,208265720,127805106,81275819,0.614,0.390,
12 November 2021,1468764,2022974,1911770,1.046,0.956,21553118,9324433,5788240,0.197,0.118,17327169,117344820,74422888,0.988,0.477,208265720,128692227,82122898,0.618,0.394,
